District,Street,Area (m²),Price,Price/m²,Lower price,Number of rooms,Floor,Floors,Built year,Renovation year,Renovation,Building type,Heating type,Refurbishment,Features,Extra parts,Extra stuff,Security,Description,URL,City
Šnipiškėse,Žalgirio ,49,600,12.24,FALSE,2,5,8,2016,0,FALSE,Mūrinis,"Centrinis kolektorinis, geoterminis",Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Sandėliukas, balkonas, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros","Butas laisvas nuo 2018 RUGPJŪČIO 1 D. Minimalus nuomos terminas: 12 men. Butas + Parkavimo vieta + Sandėliukas Naujas, unikalus 2 k. butas ilgalaikei nuomai Žalgirio gatvėje, su parkavimo vieta ir sandėliuku (nėra papildomo mokesčio).   Butas yra A+ energetinės klasės gyvenamajame name Vilniaus mieste, kas užtikrina ypatingai mažas šildymo išlaidas (~50€/metams). Jaukiai ir stilingai, geromis medžiagomis įrengtas butas naujos statybos name, Šnipiškėse Žalgirio g. 96. yra  5-ame aukšte. Visi buto langai orientuoti į vakarus, balkonas įstiklintas fragmentine konstrukcija, tad per kelias minutes jį galima paprastai paversti tiesiog atvira terasa. Balkonas yra atokiau nuo kitų kaimynų, kas suteikia daugiau privatumo. ĮRENGIMAS Butas pilnai įrengtas pagal individualų dizainerio projektą, naudojant tik kokybiškas medžiagas. • atskira virtuves zona, nauji miegamojo, virtuvės ir vonios kambario baldai; • yra visa reikalinga buitinė technika (indukcinė kaitlentė, orkaitė, gartraukis, indaplovė, šaldytuvas, skalbimo/džiovinimo mašina); • miegamajame: dvigulė lova su patalynės dėže, erdvi sieninė spinta; • sieninė spinta koridoriuje; • šarvuotos durys. • grindys - didelės itališkos akmens masės plytelės; • vonios kambarys - iškirtinio dizaino itakiškų, akmens masės plytelių kolekcija; • miegamasis - natūralus riešuto parketlentės; KOMUNALINIAI MOKESČIAI ir nuomos kaina Namas A+ energetinės klasės, šidymas geoterminis, bute įrengtas individualiai reguliuojamas grindinis šildymas, todėl mokesčiai už šildymą neturėtų viršyti 50€/metus).  • visame bute grindinis šildymas (reguliuojamas); • bute įrengta rekuperacinė oro sistema; • karštas ir šaltas vaduo miesto; • interneto ir televizijos paslaugų teikėjas bus įrengtas ""Telia"" (ex Gala TV), bet gali būti ir kitas paslaugų tiekėjas, pagal Jūsų pageidavimą. LAIPTINĖ • rakinama, kodinė spyna su ""domofonu"" bute; • namo perimetras, požeminė parkavimo aikštelė ir visi įėjimai į namą 24/7 stebimi saugos vaizdo kamerų; VIETA • butas ypatingai patogioje vietoje, patogus susisiekimas miesto transportu, arti daugelio miesto verslo ( 5 iki 15 min. pėščiomis) ir prekybos centrų; • šalia namo įrengta vaikų žaidimo aikštelė. IŠPLANAVIMAS: • erdvi svetainė sujungta su virtuve. • atskiras miegamasis; • vonios kambarys kartu su tualetu ir erdvia dušo vieta;  • didelis 5 kv.m. balkonas (įstiklintas). PARKAVIMAS ir kiti buto priklausiniai • antžeminė parkavimo vieta prie namo (nėra papildomo mokesčio). Parkavimo vieta įrengta namui priklausančioje aikštelėje, kuri aptverta tvora ir turi telefono skambučiu valdomą kiemo užtvarą; • sandėliukas požeminiame garaže (nėra papildomo mokesčio). Pačiame bute nerūkoma.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-zalgirio-g-butas-laisvas-nuo-2018-rugpjucio-1-d-butas-4-816713/,Vilnius
Naujamiestyje,Vasario 16-osios ,52,500,9.62,FALSE,2,3,5,1957,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, tualetas ir vonia atskirai, internetas, kabelinė televizija",Rūsys,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna","Du atskiri kambariai, virtuvė atskirai. BROKERIŲ PRAŠOM NESKAMBINTI        ",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vasario-16-osios-g-du-atskiri-kambariai-virtuve-atskirai-4-838899/,Vilnius
Antakalnyje,Vytauto Žalakevičiaus ,81,850,10.49,FALSE,3,4,7,2014,0,FALSE,Monolitinis,Centrinis kolektorinis,Įrengtas,"Internetas, kabelinė televizija, virtuvė sujungta su kambariu",Vieta automobiliui,"Kondicionierius, skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros","Išnuomojomas puikiai įrengtas 3 kambarių butas ""Beržų terasose"". Teritorija aptverta, išpuoselėta bei apželdinta. Yra vaikų žaidimo aikštelė (pašaliniai žmonės nepatenka) Idealus variantas ieškantiems žalumos ir ramybės! IŠPLANAVIMAS:  - Erdvi svetainė su virtuve (išėjimas į erdvų balkoną) - 1 kambarys- izoliuotas miegamasis su lova, sienine spinta ir komoda - 2 kambarys - miegamasis/ vaiko kambarys/ darbo kambarys (Jūsų pasirinkimas) - Vonios kambaryje dušas bei vonia - Tamsusis kambariukas - sandėliukas su sienine spinta ir skalbimo mašina- džiovykle ĮRENGIMAS: - Butas įrengtas kokybiškomis medžiagomis. - Nuomojamas su stilingais baldais. - Minkšta dalis svetainėje - Puikiai įrengta virtuvė, reikalinga buitinė technika (orkaitė, indaplovė, elektrinė vyriklė, šaldytuvas), pietų stalas. - Įrengtos sieninės spintos miegamajame, koridoriuje, tamsiajame kambariuke - Įrengtas kondicionierius ŠILDYMAS: - Šildymas centrinis - kolektorinis, reguliuojamas, su individualia apskaita, labai taupus! - Bute grindinis šildymas. PARKAVIMAS:  - Priklauso automobilio parkavimo vieta po namu prie pat lifto durų. - Kiti automobiliai statomi aikštelėje prie namo. VIETA:  - Šalia (3 min. pėsčiomis) IKI parduotuvė (restoranai ""Kino studija"", ""Sushi Express"", gėlės, gyvūnų prekių parduotuvė, vaistinė, Lietuvos paštas) - Šalia dvi degalinės - Mikrorajone daug privačių bei valstybinių darželių, Vilniaus Antakalnio gimnazija, Vilniaus privati gimnazija, Vilniaus inžinerijos licėjus (Vilniaus Mikalojaus Daukšos vidurinė mokykla) - Netoliese Vilniaus universitetas, Vilniaus Gedimino technikos universitetas, Mykolo Romerio universitetas - Šalia Saulėtekio bei Nemenčinės plento stotelės - Iki centro vos 10 minučių automobiliu Skambinti galite Jums patogiu laiku. Nepavykus prisiskambinti, rašykite SMS, perskambinsiu.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-vytauto-zalakeviciaus-g-isnuomojomas-puikiai-irengtas-3-kambariu-4-723333/,Vilnius
Šnipiškėse,Linkmenų ,31,400,12.9,FALSE,1,2,5,2017,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, virtuvė sujungta su kambariu",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna","Nuomojamas ką tik kokybiškai įrengtas ir dar negyventas butas projekte „Linkmenų ežerai“ Ramioje vietoje,  Šnipiškėse, Linkmenų g., išnuomojamas jaukiai įrengtas ir šviesus 31 kv. m. ploto, 1 kambario butas su balkonu.  Butas 2/5 aukšte, pilnai įrengtas naujos 2017 metų statybos name.  Bute yra visi baldai ir buitinė technika: kaitlentė, orkaitė, šaldytuvas, skalbyklė. Šildymas: centrinis-kolektorinis. Mažos sąskaitos už šildyma žiemos metu.  Didelė, uždara, tvarkinga ir nuolat prižiūrima namo teritorija. Kodine spyna rakinami praėjimo varteliai ir laiptinės durys. Labai patogus susisiekimas su bet kuria miesto vieta tiek viešuoju transportu ar automobiliu. Visiškai šalia miesto centras.  Puikiai išvystita infrastruktūra:  kelios minutes pėsčiomis iki prekybos centro RIMI, MAXIMA  ar prekybos ir pramogu centro „OZAS“. Taip pat, viešojo transporto stotelės: „Linkmenų st.“, „Licėjus“.  BUTAS NUOMOJAMAS ILGALAIKEI NUOMA - nuo 12 mėn. NUOMOJAMAS BE TARPININK",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-linkmenu-g-nuomojamas-ka-tik-kokybiskai-irengtas-ir-dar-4-838747/,Vilnius
Senamiestyje,Gedimino p,65,700,10.77,FALSE,3,6,6,1960,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,"Išnuomojamas jaukus ir patogus 3 -jų kambarių butas Gedimino prospekte, prie Seimo. Po remonto. Nenuomotas.  2 atskiri miegamieji ir svetainė vienoje erdvėje su virtuve, erdvus san.mazgas.  Tvarkinga laiptinė, didelis vidinis kiemas. Parkavimas rakinamame vidiniame kieme.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-isnuomojamas-jaukus-ir-patogus-3-ju-kambariu-4-838717/,Vilnius
Dvarčionyse,Moliakalnio ,15,150,10,FALSE,1,1,3,1994,0,FALSE,Mūrinis,Kita,Įrengtas,,,,,"Nuomojami kambariai studentams- Dvarčionyse, netoli Saulėtekio. Kambariai nuosavame name, kartu gyventi su šeimininkais. Šalia yra ežeras, miškas. Patogus ir greitas susisiekimas su centru. Kaina su visais mokesčiais ir internetu - 150 eurų už kambarį žmogui/mėn. Susisiekti: 861474882 arba 861474881        ",http://www.aruodas.lt/butu-nuoma-vilniuje-dvarcionyse-moliakalnio-g-nuomojami-kambariai-studentams-dvarcionyse-4-838667/,Vilnius
Baltupiuose,Didlaukio ,84,600,7.14,FALSE,3,1,9,1984,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,"Darbininkų brigadų apgyvendinimas Išnuomojamas tvarkingas 3 kambarių butas su baldais, buitine technika, WIFI. Bute puikiai gali gyventi 8-10 asmenų. Butas turi atskirą įėjimą, du balkonus, erdvų koridorių su sienine spinta, erdvų kambarį, didelę virtuvę, vonios kambarį, drabužinę-sandėliuką, du wc. Butas jau laisvas.  Buto nuomos kaina 600. Nuomojama tiek fiziniams, tiek juridiniams asmenims. Daugiau informacijos telefonu.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-nuo-lapkricio-15-d-isnuomojamas-3-4-kambariu-4-764963/,Vilnius
Pašilaičiuose,Grigalaukio ,39,400,10.26,FALSE,2,4,5,2017,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,"Naujas ir kokybiškai įrengtas butas laukia nuominikų nuo rugsėjo 1d. Nuomoja savininkas. Tik ilgalaikė nuoma, be gyvūnų. Nekilnojamo turto agentų prašau negaišti nei savo nei mano laiko! IŠPLANAVIMAS: -- Virtuvės zona su aukštos kokybės baldais;; -- Svetainė su sofa lova; -- Vonios kambarys ir tualetas kartu; -- Visa reikiama buitine technika: šaldytuvas, orkaite, viryklė, skalbimo mašina, gartraukis, mikrobangų krosnelė, virdulys; -- Prieškambaris su didele sienine spinta; -- Sandėliukas su lentynomis; -- Didelis balkonas; ĮRENGIMAS: -- Didelis televizorius; -- Žalia, erdvi, rami teritorija; -- Išskirtinis didleis vidinis kiemas su  vaikų žaidimo aikštelėmis ir pavėsinėmis; -- Internetas: -- Plastikiniai langai; -- Tvarkinga rakinama laiptinė; -- Kodinė laiptinės spyna; ŠILDYMAS: -- Centrinis kolektorinis; -- Šildymas reguliuojamas kompiuterio pagalba, galima susiprogramuot kuriuo metu bus kokia temperatūra; VIETA: -- Strategiškai patogi vieta, patogus susisiekimas viešuoju transportu ir nuosavu automobiliu; -- Ramūs kaimynai, rami vieta; -- Netoli viešojo transporto stotelės; -- Netoliese PC""MAXIMA XX"", PC "" Lidl"" ;",http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-grigalaukio-g-naujas-ir-kokybiskai-irengtas-butas-laukia-4-729811/,Vilnius
Jeruzalėje,Mokyklos ,69,595,8.62,FALSE,2,1,6,2005,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,"Išnuomojamas PRABANGIAI ĮRENGTAS, ERDVUS butas SU TERASA IR GARAŽU Jeruzalėje, PRIVAČIŲ NAMŲ IR GAMTOS APSUPTYJE. Jei norite ramybės ir gamtos pasivaikčęiojimams, šis butas kaip tik Jums! BUTO IŠPLANAVIMAS: - svetainė, virtuvė ir koridorius  - 49kv.m. (bendra ervė su daliniu atidalinimu, žr.planą nuotraukose); - miegamasis - 15kv.m.; - san.mazgas - 6kv.m.; - terasa - 58kv.m.; - garažas - 30kv.m. Langai orientuoti į vakarus ir pietus. VIETA. Netoli yra beržynėlis, aplink mažaaukštės statybos individualūs namai, yra kur pasivaikščioti. Netoli Jeruzalės bažnyčia, sanatorija “Pušyno kelias”, Verkių regioninis parkas. SUSISIEKIMAS. Centras už 6,7km, Maumedžių stotelė už 150m, Mokyklos st. už 240m, Rugių st. už 500m. Miesto centras nuosavu transportu pasiekiamas vos per dvylika minučių., o viešuoju transportu per 30-40min. NAMAS. Kokybiškos statybos mūrinis namas, atitinkantis visus esminius šios dienos statinio reikalavimus. Puikiai prižiūrėta namo aplinka ir laiptinės. Gražiai apželdinta namo teritorija. Erdvi ir šviesi namo laiptinė. Įėjimo į namą durys yra rakinamos, su telefonspyne.  Dėl apžiūros skambinkite tel.8-687-22422/Eglė",http://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-mokyklos-g-isnuomojamas-prabangiai-irengtas-erdvus-4-838657/,Vilnius
Šeškinėje,Ukmergės ,36,290,8.06,FALSE,1,4,5,1980,0,FALSE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, internetas",Balkonas,"Skalbimo mašina, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna","Nuo rugsėjo 1 d. nuomojamas 1 kambario butas Šeškinėje, Ukmergės g. 226.  Butas nuomojamas su buitine technika (viryklė su orkaite, šaldytuvas, gartraukis, skalbimo mašina), pilnai įrengta virtuvė, didelės spintos koridoriuje, dvigulė sofa-lova kambaryje bei viengulė sofa-lova virtuvėje, užuolaidos kambaryje. Šarvuotos durys, plastikiniai langai, įstiklintas balkonas, tvarkinga laiptinė su kodine spyna, ramūs kaimynai. Puikus susisiekimas su visomis miesto dalimis, netoliese mokykla, vaikų darželis, prekybos centrai, viešojo transporto stotelės, didelis gėlių bei maisto produktu turgus.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ukmerges-g-nuomojamas-1-kambario-butas-seskineje-4-677613/,Vilnius
Senamiestyje,Gedimino p,68,850,12.5,FALSE,2,3,3,1940,2018,TRUE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, virtuvė sujungta su kambariu","Sandėliukas, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, vonia","Šarvuotos durys, signalizacija","Butas baigtas įrengti rugpjūčio mėnesį. Čia rasite indaplovę, skalbyklę, džiovyklę ir kitus būtiniausius buities prietaisus bei indus. Įsikurtumėte senoviniame geltonų plytų trijų aukštų name, pastatytame vidiniame kieme šalia Seimo. Ši Gedimino prospekto dalis jau yra už Senamiesčio seniūnijos ribos. Tai puiki lokacija dirbantiems miesto centre, mėgstantiems užsukti į Vingio parką bei grįžti pėsčiomis iš barų ar restoranų Senamiesčio širdyje. Taip pat galėsite lengvai ir greitai išvažiuoti iš miesto išvengdami kamščių ir kitų nepatogumų mieste vykstant renginiams. Butas taip pat puikiai tinka vertinantiems ramybę, mėgstantiems pabusti ne nuo automobilių, turistų ar vietinių naktinėtojų keliamo triukšmo, o nuo rytinio paukščių čiulbėjimo. Vidiniame kieme taip pat rasite vietos automobilio parkavimui. Nuomos sutartis vieneriems metams su galimybe pratęsti.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-butas-baigtas-irengti-rugpjucio-menesi-cia-4-838589/,Vilnius
Justiniškėse,Rygos ,50,320,6.4,FALSE,2,6,9,1984,0,FALSE,Blokinis,"Centrinis, elektra",Įrengtas,Tualetas ir vonia atskirai,"Sandėliukas, balkonas","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna","Butas laisvas nuo Rugsėjo 2-os dienosPATALPŲ ĮRANGA IR APDAILA:-Sienos: kambariuose ir koridoriuje – tapetuotos, virtuvėje – plytelės/tapetotos, vonios kambaryje ir WC – plytelės.-Langai – plastikiniai-Durys: šarvo tipo-Buitinė technika (televizorius, skalbimo mašina, viryklė, virtuvės komplektas, šaldytuvas, gartraukis, mikrobrangų krosnelė ir kita)-Būkle: pilnai įrengtas-Bute yra tamsusis kambarys-Butui priklauso rūsys-Bute yra istiklintas, erdvus balkonas.BUTO PRIVALUMAI:-Bute yra televizija, internetas-Nedideli šildymo mokeščiai-Kodinė laiptines spyna-Patogus susisiekimas su bet kuria miesto dalimi-Parkavimas šalia namoGerai išvystyta intraktrukūra – patogus susisiekimas su centru, netoli darželis ir mokykla, netoli poliklinika, rami vieta, šalia autobusų stotelė.",http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-rygos-g-butas-laisvas-nuo-rugsejo-2-os-dienos-4-832847/,Vilnius
Antakalnyje,Plytinės ,47,430,9.15,TRUE,2,4,5,2006,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė","Šarvuotos durys, signalizacija, videokameros, budintis sargas","BUTAS SU GARAŽU !!! Itin ramioje vietoje, pušyno apsuptyje tvarkingiems nuomininkams išnuomuojamas pilnai įrengtas 2 kambarių butas. Tai ypač jaukus, šiltas, orientuotas į pietvakarių pusę ekonomiškas butas.  BUTO IŠPLANAVIMAS:  atskiras miegamasis, erdvus salonas apjungtas su virtuve, didelis koridorius bei vonios kambarys. Butui žavėsio suteikia didelis balkonas bei įstiklinta lodžija.  ĮRENGIMAS:  Išnuomojama su visais baldais (miegamojo komplektas, virtuvės komplektas, didelė sieninė spinta su stumdomomis durimis, sekcija, sofa, vonios spinta) bei visa buitine technika.  NAMO VIETA:  Namas Saulėtekyje. Vieta žavinga tuo, kad yra netoli miesto centras, pagrindiniai prekybos centrai, darželiai, mokyklos, universitetai. Puikus visuomeninis susisiekimas, stotelė vos už 200 metrų. Puiki vieta aktyviems žmonėms, nes už namo yra pušynais išsidriekusių takų, kuriais smagu pasivaikščioti, pasportuoti ar šiaip praleisti gerai laiką gryname ore. Šalia namo įrengta tinklinio ir krepšinio aikštelė, futbolo vartai. Tai ypač puiki vieta mažylius auginantiems tėvams, nes name daug jaunų, energingų ir draugiškų tėvelių, kurie dažnai susiburia su savo atžalom aptvertoje vaikų žaidimo aikštelėje.  AUTOMOBILIO PARKAVIMAS:  Butas išnuomojamas su požeminiu garažu iš kurio į butą patenkama šalia jo esančiu liftu. Šalia namo kelios stovėjimo aikštelės, kuriose bent kuriuo paros metu be problemų surasite laisvą vietą užparkuoti. SAUGUMAS:  Jūsų bei Jūsų turto saugumą užtikrina požeminiame garaže ir bute įrengta signalizacija. Garažas ir aplinkinė teritorija monitoruojama vaizdo kameromis bei fiziškai saugoma saugos tarnybos. Visą laiką rakinama labai tvarkinga laiptinė su domofonu.  KOMUNIKACIJOS IR KITI PRIVALUMAI: ?	Šildymas – Centrinis autonominis su individualia apskaita – tai vienas iš mažiausiai už sąskaitas mokančių namų. ?	Dviejų tarifų elektra ?	 Itin spartus optinis internetas ?	BUTAS TINKAMAS GYVENTI IŠ KARTO!!! ?	NUOMOJAMAS BE TARPININKŲ – NĖRA JOKIŲ KOMISINIŲ MOKĖSČIŲ NT AGENTŪROMS (NEPAGEIDAUJAMI NT AGENTŪRŲ PASLAUGŲ PASIŪLYMAI)",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-plytines-g-butas-su-garazu-itin-ramioje-vietoje-4-838437/,Vilnius
Senamiestyje,Ligoninės ,71,550,7.75,FALSE,2,2,3,1940,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Aukštos lubos, uždaras kiemas, internetas, kabelinė televizija",Vieta automobiliui,"Skalbimo mašina, su baldais, šaldytuvas, viryklė, židinys, indaplovė",Šarvuotos durys,"Nuomuojamas 2 kamb. erdvus butas  Šalia jaukaus Rūdininkų skvero, vos keletą minučių pėsčiomis iki Rotušės, išnuomuojamas funkcionalus ir jaukus 2 kambarių butas: miegamasis ir su svetaine sujungta virtuvė, erdvus vonios kambarys su wc. Pilnai apstatytas ir aprūpintas buitine technika (šaldytuvas su šaldikliu, viryklė, orkaitė, indaplovė, skalbyklė). Bute įrengta krosnelė, kuri suteiks šilumos ir jaukumo vėsesniais vakarais. Aukštos buto lubos suteikia erdvės pojūtį. Autonominis buto ir vandens šildymas. Ramus užrakinamas kiemas, kuriame galėsite priparkuoti automobilį. Tvarkinga, rakinama laiptinė, kurioje yra tik 2 butai. Butas išnuomuojamas nuo rugpjūčio pradžios mažiausiai vieneriems metams.",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-ligonines-g-nuomuojamas-2-kamb-erdvus-butas-salia-4-832875/,Vilnius
Senamiestyje,P. Višinskio ,50,490,9.8,FALSE,2,2,5,2015,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,"Išnuomojamas puikiai įrengtas naujos statybos 2-3 kambarių butas Vilniaus centre, labai patogioje ir ramioje vietoje !  Apžiūrėti butą galima vakarais bei savaitgaliais! Butas yra 50kv.m. su ilgu balkonu, P. Višinskio g. 10, su baldais, 2/5 aukštas, 2015 metų statyba, yra liftas . Patogus išplanavimas su baldais ir visa reikiama buitine technika (šaldytuvas, kaitlentė, orkaitė, skalbimo mašina). 2 kambariai + didelė drabužinė 8 kvadratų (esant poreikiui už papildomą mokestį, gali būti perdaryta į antrą miegamąjį). Visi langai yra vitrininiai, pietvakarių/vakarų pusėje, todėl butas visada yra šviesus bei šiltas. Per visą buto ilgį eina trinkelėmis išklotas balkonas, iš kurio atsiveria gražus Užupio vaizdas. Balkone yra lauko baldai, galima auginti gėles, tujas ar kitus vazoninius augalus.  Namas yra 2015 metų statybos, 5 aukštų ( pirmam eaukšte įrengtas parkingas, butai prasideda nuo antro aukšto),  iš viso 34 butai. Kaimynai tvarkingi, draugiški, dauguma būtų savininkai. Laiptinėje yra liftas, apšvietimas su judesio davikliu.  Rami vieta. Sutvarkyta namo aplinka su vidiniu kiemeliu. IŠPLANAVIMAS: Svetainė sujungta su virtuvės zona. Atskiras miegamasis. Erdvi drabužinė. Vonios kambarys kartu su tualetu. Balkonas (išėjimas iš svetainės). ĮRENGIMAS:  Kokybiškai įrengtas butas.  Kokybiška virtuvė su įmontuota buitine technika.  Trijų sėdimų vietų sofa, pietų stalas. Miegamajame dvigulė lova.  Vonios kambaryje vonia su dušu, tualetas, skalbimo mašina. Koridoriuje veidrodinė sieninė spinta.  ŠILDYMAS:  Šildymas kolektorinis, reguliuojamas, individuali apskaita.  PARKAVIMAS:   Automobiliai statomi gatvėje prie namo.  SUSISIEKIMAS: 3-5 minutės iki visuomeninio transporto sustojimų. 15 minučių pėsčiomis iki Užupio tvenkinių ir Tymo turgaus. 20 minučių pėščiomis iki Rotušės aikštės. Skambinti galite Jums patogiu laiku.  Nuomuojamas be tarpininkų. Agentams neskambinti. Be nepilnamečių vaikų ir gyvūnų.",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-p-visinskio-g-isnuomojamas-puikiai-irengtas-naujos-statybos-4-838335/,Vilnius
